Date,AMZN,ARCH,BA,BAX,CELH,CL,FMS,GD,GSK,IAU,LMT,LVMUY,MDR,MINT,MRK,MU,NGG,NLY,NOC,PANW,PXD,RTN,SHY,SNAP,TLT,TSLA,UUP,VIXY,VZ,WDC,XOM
2019-10-16,1777.43,78.84,370.27,87.02,3.23,67.42,33.87,178.29,41.82,14.25,382.84,83.64,2.35,101.42,84.45,45.16,57.06,8.65,364.69,212.94,128.41,200.38,84.66,13.67,139.68,259.75,26.75,17.58,60.29,59.46,67.42
2019-10-17,1787.48,79.46,366.92,87.85,3.22,67.65,34.13,176.76,42.0,14.27,377.06,83.71,2.48,101.43,83.8,45.5,57.76,8.66,356.27,214.27,127.7,199.35,84.66,13.78,139.34,261.97,26.65,17.5,60.41,59.62,67.33
2019-10-18,1757.51,78.98,342.0,87.99,3.17,67.6,34.17,174.43,42.06,14.25,372.48,83.51,2.35,101.47,84.68,43.47,58.21,8.78,349.62,212.61,123.36,199.75,84.69,13.52,139.34,256.95,26.55,17.47,61.05,58.13,66.8
2019-10-21,1785.66,78.93,329.14,88.45,3.24,67.87,34.24,175.45,42.13,14.18,374.05,83.77,2.04,101.48,84.52,45.22,58.02,8.95,350.39,212.27,125.39,202.24,84.65,14.58,138.29,253.5,26.57,17.0,60.75,58.6,67.92
2019-10-22,1765.73,83.29,335.04,87.04,3.22,67.06,32.21,179.88,42.05,14.23,373.68,83.51,1.77,101.49,81.3,44.66,58.46,8.89,352.38,213.41,130.42,204.71,84.68,14.0,139.1,255.58,26.63,17.26,60.77,58.86,68.27
2019-10-23,1762.17,86.0,338.52,87.95,3.32,67.54,32.73,173.56,42.8,14.27,373.09,83.68,1.7,101.51,82.87,44.66,59.47,8.96,353.2,217.2,130.6,203.55,84.67,13.18,139.24,254.68,26.62,17.05,60.88,57.65,68.92
2019-10-24,1780.78,84.94,342.55,79.08,3.52,68.34,32.77,174.67,43.54,14.37,374.74,84.85,1.66,101.51,82.58,47.1,59.05,8.85,356.91,221.57,129.27,211.21,84.67,13.52,138.96,299.68,26.7,16.82,60.58,59.52,68.27
2019-10-25,1761.33,83.58,337.86,77.28,3.46,68.41,32.78,173.54,43.34,14.4,370.73,85.18,1.62,101.53,82.26,48.03,57.89,8.79,345.0,224.65,129.83,212.15,84.62,13.96,138.28,328.13,26.73,16.25,60.37,61.23,68.42
2019-10-28,1777.08,83.81,338.9,77.85,3.53,67.35,33.13,174.93,43.91,14.27,371.84,84.9,1.63,101.52,82.2,48.69,57.65,8.89,346.53,227.95,125.55,211.61,84.59,14.68,137.02,327.71,26.71,16.43,60.18,62.73,67.82
2019-10-29,1762.71,82.44,346.91,77.86,3.55,67.92,34.69,176.03,44.1,14.22,371.1,84.67,1.79,101.55,85.1,48.11,57.42,8.94,347.17,224.59,127.12,211.65,84.61,14.64,137.11,316.22,26.7,16.42,60.19,62.79,67.62
2019-10-30,1779.99,82.06,344.05,76.88,3.55,68.58,36.03,178.24,45.14,14.32,378.64,85.88,1.65,101.55,86.22,47.88,57.75,8.92,354.08,226.98,122.55,214.32,84.66,14.86,139.12,315.01,26.64,16.0,60.82,62.16,66.91
2019-10-31,1776.66,78.89,337.94,76.7,3.52,68.6,36.07,176.8,45.3,14.46,376.68,85.35,1.63,101.56,86.66,47.55,58.37,8.98,352.48,227.39,123.02,212.21,84.81,15.06,140.99,314.92,26.59,16.26,60.47,51.65,66.76
2019-11-01,1791.44,79.03,343.19,77.91,3.6,66.81,36.61,179.73,44.77,14.46,379.17,87.02,1.67,101.6,84.94,48.38,58.12,9.1,352.13,233.57,127.56,216.09,84.76,15.18,140.56,313.31,26.58,15.52,60.37,53.83,68.77
2019-11-04,1804.66,77.89,349.05,77.83,3.65,65.41,37.03,178.07,44.54,14.43,374.48,88.55,1.73,101.59,83.9,49.59,57.58,9.06,340.67,234.02,136.06,214.34,84.7,15.35,138.71,317.47,26.68,15.56,59.87,54.96,70.82
2019-11-05,1801.71,79.41,356.21,77.48,3.56,65.96,37.44,179.3,43.79,14.19,373.63,88.73,1.62,101.58,82.92,48.68,57.27,8.97,337.85,233.52,135.86,213.09,84.64,14.83,137.15,317.22,26.78,15.87,59.5,54.14,72.22
2019-11-06,1795.77,80.34,352.14,78.37,3.7,66.52,37.46,181.57,43.87,14.26,379.79,88.46,1.49,101.6,83.25,47.68,57.45,9.04,344.02,232.69,133.57,215.33,84.69,14.41,137.98,326.58,26.78,15.8,60.13,53.72,70.64
2019-11-07,1788.2,78.95,357.31,78.0,3.98,66.87,37.9,182.95,43.73,14.03,378.75,89.31,1.38,101.6,82.88,48.4,56.89,9.08,343.43,233.86,136.57,215.0,84.59,14.16,135.48,335.54,26.84,15.65,60.53,53.24,72.14
2019-11-08,1785.88,80.42,351.0,78.51,3.95,66.63,37.61,185.08,43.93,13.95,381.86,89.35,0.97,101.59,83.59,47.19,56.96,9.12,350.11,236.93,134.99,215.84,84.6,14.19,134.91,337.14,26.9,15.32,59.35,52.02,70.77
2019-11-11,1771.65,77.76,366.96,78.86,4.05,66.54,37.0,184.35,43.78,13.9,381.38,89.21,0.92,101.59,83.28,46.26,56.77,9.11,350.0,236.01,133.64,216.0,84.62,14.39,135.0,345.09,26.86,15.28,59.61,51.99,70.34
2019-11-12,1778.0,75.72,362.88,80.1,3.94,66.64,36.55,185.28,44.03,13.95,386.3,88.85,0.84,101.58,84.12,46.9,56.72,9.12,351.69,241.15,136.13,216.88,84.63,14.38,135.62,349.93,26.9,15.1,59.32,52.54,69.37
2019-11-13,1753.11,75.82,362.5,80.88,3.8,66.88,36.14,184.72,44.17,14.0,387.69,88.64,0.87,101.6,84.82,46.3,56.99,9.07,353.72,243.23,133.5,215.37,84.67,14.47,136.5,346.11,26.89,15.2,59.41,51.02,68.8
2019-11-14,1754.6,76.88,367.44,80.74,3.83,66.64,36.05,185.19,43.85,14.06,390.16,88.84,0.64,101.64,84.55,46.8,57.41,9.11,355.69,245.51,132.37,216.7,84.75,14.37,137.91,349.35,26.87,14.97,59.34,50.38,68.5
2019-11-15,1739.49,76.43,371.68,81.44,3.85,66.37,36.51,187.08,44.09,14.03,393.55,89.48,0.68,101.66,84.9,47.71,57.74,9.11,356.66,247.0,134.28,218.88,84.72,13.94,137.76,352.17,26.81,14.32,59.51,50.34,69.19
2019-11-18,1752.53,75.39,369.46,81.12,3.83,67.13,36.85,186.58,44.33,14.08,392.76,89.03,0.68,101.68,84.13,47.82,58.43,9.21,356.7,248.59,133.2,219.29,84.76,14.69,138.01,349.99,26.76,14.3,59.44,49.51,68.52
