Date,AMZN,ARCH,BA,BAX,CELH,CL,FMS,GD,GSK,IAU,LMT,LVMUY,MDR,MINT,MRK,MU,NGG,NLY,NOC,PANW,PXD,RTN,SHY,SNAP,TLT,TSLA,UUP,VIXY,VZ,WDC,XOM,Portfolio Value
2019-01-24,13239.44,24153.92,24514.0,19987.2,8842.5,13007.91,11955.999999999998,1510.92,40402.18,82975.68,1398.8999999999999,9137.14,1525.6399999999999,146252.54,40665.24,1463.6000000000001,11593.800000000001,3972.1200000000003,20527.429999999997,29676.27,1237.86,13919.599999999999,204578.4,617.0,50456.0,1166.04,12671.099999999999,4779.0,41324.04,1400.3999999999999,17171.28,856123.15
2019-01-25,13364.56,24564.33,24920.0,20093.76,8653.86,12933.36,12404.0,1514.43,40457.479999999996,84261.59999999999,1407.6499999999999,9288.82,1570.3600000000001,146267.31,40540.5,1558.4,11443.32,3967.9300000000003,20756.89,29570.52,1254.96,14027.55,204453.9,640.0,50213.75,1188.16,12567.36,4596.0,40838.49,1505.8799999999999,17246.88,858072.01
2019-01-28,13103.12,24349.08,24836.0,20050.56,8606.699999999999,13120.800000000001,12393.499999999998,1522.98,40479.6,84464.64,1411.75,9241.42,1572.0800000000002,146296.85,40523.49,1523.1999999999998,11472.960000000001,3976.31,20868.539999999997,29273.010000000002,1250.3700000000001,14114.250000000002,204478.80000000002,634.0,50162.75,1185.52,12577.24,4792.5,39882.33,1535.04,17130.960000000003,856830.35
2019-01-29,12751.04,24191.230000000003,24968.3,20073.600000000002,8677.44,13318.89,12327.0,1556.73,40767.159999999996,85073.76,1432.25,9683.82,1511.8799999999999,146311.62,40699.26,1495.6,11675.880000000001,4001.4500000000003,21312.059999999998,29154.57,1254.69,14330.15,204553.5,643.0,50417.75,1189.84,12582.18,4774.5,38582.549999999996,1484.64,17196.48,857992.8200000001
2019-01-30,13363.44,24466.75,26529.3,20491.2,8936.82,13374.27,12565.0,1511.64,40756.1,85479.84000000001,1430.35,9991.92,1573.8,146385.47,40772.97,1529.6000000000001,11819.52,4014.02,21364.42,30013.260000000002,1266.48,14349.699999999999,204827.40000000002,657.0,50379.5,1235.08,12517.96,4561.5,39105.450000000004,1529.28,17385.48,864184.5199999999
2019-01-31,13749.84,24891.510000000002,26385.8,20712.96,9644.22,13525.5,12645.5,1513.98,41275.92,85547.52,1420.65,10036.16,1517.04,146415.00999999998,41362.65,1528.8,11931.24,4018.21,20963.25,30289.62,1273.68,13788.7,205001.69999999998,668.0,50813.0,1228.08,12542.66,4372.5,39874.86,1569.6000000000001,17622.36,868130.5199999999
2019-02-01,13009.84,24917.339999999997,26509.0,20609.28,9432.0,13604.31,12558.0,1495.08,41275.92,85412.15999999999,1425.05,10164.14,1608.2,146474.09,42485.310000000005,1584.0,11995.08,4001.4500000000003,20766.13,31058.07,1279.89,13889.85,204752.7,691.0,50507.0,1248.84,12542.66,4329.0,39501.36,1639.8,18257.4,869023.9500000001
2019-02-04,13066.48,24862.809999999998,27164.2,20736.0,9738.539999999999,13632.0,12589.5,1544.3999999999999,41209.56,85006.08,1465.2,10134.12,1623.6799999999998,146503.63,42717.78,1578.8,11956.32,4001.4500000000003,21205.03,31042.56,1293.84,14616.6,204752.7,693.0,50281.75,1251.56,12577.24,4192.5,39135.33,1669.32,17992.800000000003,870234.78
2019-02-05,13270.48,24925.949999999997,28065.8,20586.24,9785.7,13538.28,13062.0,1523.25,41541.36,85209.12,1468.55,10333.2,1632.28,146562.71,42876.54,1574.8,12031.560000000001,4018.21,21185.01,30869.13,1285.11,14727.95,204752.7,704.0,50511.25,1285.4,12611.82,4162.5,39202.56,1654.2,18179.28,873136.94
2019-02-06,13122.08,24679.129999999997,28129.5,20505.600000000002,9644.22,13661.82,12953.5,1528.02,42835.38,84667.68,1470.3999999999999,10176.779999999999,1601.3200000000002,146577.47999999998,43006.95,1660.8000000000002,11974.560000000001,3997.2599999999998,21332.850000000002,31097.550000000003,1269.0,14652.3,204852.3,859.0,50536.75,1268.88,12661.22,4132.5,38948.58,1674.72,18098.64,873576.7699999999
2019-02-07,12914.96,24265.85,27862.1,20318.399999999998,9196.199999999999,13604.31,12929.0,1535.3999999999999,42713.719999999994,84938.40000000001,1471.85,10042.48,1539.3999999999999,146607.02000000002,42695.1,1575.2,12047.52,4014.02,21190.399999999998,30942.449999999997,1224.18,14736.45,205001.69999999998,857.0,50872.5,1230.04,12690.86,4276.5,38791.71,1600.2,17960.039999999997,871644.96
2019-02-08,12705.76,23057.58,27844.6,20430.72,9007.56,13738.5,12810.0,1522.3500000000001,43266.719999999994,85209.12,1478.6000000000001,10112.0,1534.24,146621.79,43080.66,1543.1999999999998,11995.08,4009.83,21349.02,31671.420000000002,1214.55,14722.85,205076.4,910.0,51089.25,1223.2,12705.68,4225.5,39068.1,1629.72,17987.76,872841.76
