Date,AMZN,ARCH,BA,BAX,CELH,CL,FMS,GD,GSK,IAU,LMT,LVMUY,MDR,MINT,MRK,MU,NGG,NLY,NOC,PANW,PXD,RTN,SHY,SNAP,TLT,TSLA,UUP,VIXY,VZ,WDC,XOM,Portfolio Value
2019-01-03,-0.02524151687888121,-0.03874229454686762,-0.03986903423510635,-0.01255741810355615,-0.01449275362318847,-0.004725665354321729,-0.04542670071045429,-0.0247360794766599,-0.0013199499759368738,0.008943089430894169,-0.025119982675769204,-0.04024182935261389,0.019553072625698276,0.0002972303732029502,-0.02050532291971119,-0.05343511450381677,0.0049231179487181365,0.012133533133602548,-0.026180086985634787,-0.019158396735392436,0.003201645872502379,-0.028221148072773983,0.0020328896925747575,-0.01899827288428324,0.011379371427614693,-0.0314717211316865,-0.005460179620131789,0.04698350365679427,0.003570140472358041,-0.06821743851650575,-0.015353692268829433,-0.004707881007126602
2019-01-04,0.0500639777562486,0.031851079714610986,0.05204235490200437,0.031327505504276765,-0.00588235294117645,0.009326747332762064,0.08745980707395495,0.028688744838872182,0.020882843571718768,-0.007252215954875241,0.026968501245847598,0.032751466618679226,0.049315068493150704,0.0,0.03011879571049847,0.05483874193548388,0.016125678051615466,0.0009989977090050228,0.03326106129688666,0.02609906554422481,0.03384544534154865,0.026370333364227783,-0.0021479761060729796,0.04753521126760574,-0.011575143522210896,0.05769748923113038,-0.0015686666666666627,-0.08031618867118351,0.002490235175622413,0.04235622073966949,0.03686971572250042,0.008542460152954234
2019-01-07,0.03435339470524701,-0.01935181182810053,0.0031491403400145668,-0.004962379368364522,0.07988165680473358,0.006048389995429337,-0.005617947959787095,0.005577688542941495,0.00491977022033474,0.0024350649350650677,0.011469825297784286,0.006969890346225638,0.06266318537859017,-9.907727184443882e-05,-0.01101346271024084,0.03975531988515857,-0.00020086380475803356,0.001995898604690627,0.00778542450359998,0.016052969337019274,0.021753367917459965,0.010537262987543095,-0.0007175853927999798,0.043697478991596705,-0.002948160805836597,0.05436113472655024,-0.004320463641809158,-0.02107011366786804,0.006387539839709966,0.03552203601315762,0.005200262235689035,0.0017513409870544283
2019-01-08,0.016612322620835007,0.0032688322439009543,0.03785313989104644,-0.002720350471440258,0.03561643835616457,0.01118901179037235,-0.006244513641257443,6.315764862740991e-05,0.0064416530811957085,-0.0024291497975709175,0.006677206443194361,0.027686415855919355,0.0012285012285011554,9.908708912287345e-05,0.0074240420834663645,-0.007646999999999848,0.010648965240104502,-0.023904306434148093,0.004523101911126481,0.016439748606146276,-0.0008432544708851797,0.01190791083969156,-0.0005983791328068033,0.03059581320450877,-0.002628370129914459,0.0011643629402890987,0.0031558185404338968,-0.020957263637573886,0.029266545646849274,-0.00961532422870326,0.007270689440309397,0.0044994514539487
2019-01-09,0.0017144285669481452,0.031615656965940486,0.009690790149446515,0.017123868983436097,-0.007936507936507908,0.012386416668224154,0.0377020369660106,0.01411813684471519,0.0035841718511393506,0.005681818181818343,0.0024827299966503347,0.017679744362346206,0.01104294478527601,0.00029706226513859235,-0.007632442310260057,0.05038520744604558,0.005169025947694195,0.004081619352098276,0.004741711200616505,0.014073455330117168,0.025386733774817483,0.0045797659790844936,0.00047902845803537986,-0.018750000000000044,-0.0015647117985951864,0.009482609044593415,-0.009437632717263056,-0.023141452126120732,-0.012582859021779469,0.04408284700317333,0.005274797949753163,0.002912537988764896
2019-01-10,-0.0019284285564529213,0.006667437478198979,0.02553588276994012,0.002830674580279524,0.058666666666666645,0.008482890383530561,-0.010668944636678224,0.009509045395277083,0.004081670897721823,-0.005649717514124353,0.025726208694218267,-0.01058901407327939,0.027912621359223344,0.00019800596161556605,-0.012332653055284637,0.013261879606712101,0.01463603610292652,-0.0071137980503823695,0.021852066456375496,0.01496555841248215,-0.003909166567263367,0.010447670545523424,0.00011965163020444258,-0.009554140127388533,-0.006433534377944583,0.01902343077134483,0.0059547040113256955,-0.010364287829434549,0.00964060983549464,0.0005027242991380021,-0.005108956032259582,0.0019356135577426326
2019-01-11,-0.009455212637331512,-0.00046481801113862353,0.0008224202035727046,-0.007428294998276019,-0.02267002518891703,0.004529273714067195,-0.0026231418646707194,0.00849605706883394,0.0005081219337967902,0.0016233766233766378,0.0008288582706799108,-0.011705702536884743,0.007083825265643329,0.00029691525436548183,0.005639082727701306,0.0027846839320524452,0.004093547838080802,0.01740004238820636,-0.006248572254163753,-0.00015305612244898015,-0.02065542575654522,-0.0025692169924970143,0.0005983791328068033,0.009646302250803762,0.00390174452879255,0.0066382844692634,0.0007893054459353621,-0.03261508274177649,0.007291686399147013,0.005526121873527856,-0.004580172961178075,0.00029814117442739096
2019-01-14,-0.014233004071934396,-0.005347554166171831,-0.007197534051454402,-0.010327711660556904,-0.07216494845360799,-0.007890434065794372,-0.0052600816697813135,0.004395232963579465,-0.019553055568645616,0.002431118314424552,-0.0007920948272579498,-0.02385785190720313,0.009378663540445586,0.0001979179667694897,-0.02042718990431036,-0.03721188765408978,-0.01941370683027399,0.010060434533332163,0.015270503402942337,-0.005306975530402824,0.004569660376245954,0.008418640794813914,0.0,0.004777070063694211,-0.003721087439016446,-0.03703281584309126,0.0,0.004020940054380251,0.00017237140742998314,-0.049213008793894675,-0.001254995893772426,-0.0040055698941103834
2019-01-15,0.03546236999711372,-0.05691903424576816,0.0053659168742983265,0.021476088634009738,0.011111111111111072,0.009900968419252809,0.005581639083970247,-0.00844824042917769,0.011395959960366353,-0.0016168148746966704,-0.005441268623508355,-0.003640128334895576,0.015098722415795685,9.8899546756126e-05,0.01540138202602126,-0.019613384459958527,0.01326474018074597,0.0049800638404475794,-0.0039236976894084785,0.026881471236702037,0.0009797638582118573,-0.002305114728389346,0.00035887772232068293,0.03645007923930277,-0.003652114073560808,0.029994016686495595,0.003548895759112991,-0.044978405575428204,0.001206287444472709,-0.009984231941572053,0.0005584987965654431,0.0016979051232608455
2019-01-16,0.0055059058350561685,0.007435845063247237,-0.0005109489392650657,0.010660339211813419,-0.005494505494505475,-0.0014465052121466204,0.0084721004966406,0.0028195985705847804,-0.016389190316159374,0.0032388663967610754,-0.01307966974900221,-0.01270006958942238,-0.022883295194508046,0.0002968884792227122,0.0014765427798340003,-0.012062370575912307,0.006838589292692543,0.00891979636514506,-0.012358023676735996,0.00564522661383049,0.0035657213504685092,-0.004745864971565039,-0.00023914193708796105,-0.13761467889908252,0.000999688924733455,0.00470340862562435,0.0011787425862970213,0.018064483870967596,-0.01755593496111374,0.003980964468946135,-0.0004185909102187857,-0.0009215053180737787
