Sector,Weight
Basic Materials,0.027519830267006527
Cash,0.1657671276710329
Communication Services,0.04849839293253786
Consumer Cyclical,0.031012567219405388
Consumer Defensive,0.0264581960189542
Energy,0.025882924685248564
Exchange Traded Fund,0.3986760110352378
Healthcare,0.14052462334441024
Industrials,0.07352249454209679
Real Estate,0.0046427619611073955
Technology,0.043928385605201896
Utilities,0.013567271632284071
