Date,AMZN,ARCH,BA,BAX,CELH,CL,FMS,GD,GSK,IAU,LMT,LVMUY,MDR,MINT,MRK,MU,NGG,NLY,NOC,PANW,PXD,RTN,SHY,SNAP,TLT,TSLA,UUP,VIXY,VZ,WDC,XOM
2019-08-06,1787.83,75.66,330.39,83.2,4.7,69.41,33.51,179.63,39.85,14.1,364.68,79.06,4.72,101.15,83.79,42.62,50.76,9.09,352.98,214.11,119.82,183.93,84.61,16.29,139.49,230.75,26.49,22.62,54.48,53.11,70.09
2019-08-07,1793.4,75.32,329.33,83.61,4.5,70.0,33.45,179.81,40.04,14.3,367.19,81.12,4.55,101.17,83.69,41.75,51.39,9.06,360.13,211.98,121.71,183.64,84.62,15.91,139.54,233.42,26.47,22.72,54.52,52.37,69.63
2019-08-08,1832.89,78.05,336.35,85.52,4.81,71.26,33.59,183.11,40.5,14.39,375.01,81.97,4.61,101.15,84.17,42.63,51.4,9.26,367.64,215.05,126.34,187.34,84.59,16.76,139.84,238.3,26.49,21.35,55.25,54.71,71.49
2019-08-09,1807.58,75.62,337.55,85.75,4.49,71.07,33.66,183.04,40.47,14.33,374.85,81.98,4.26,101.17,84.96,41.52,51.04,9.18,369.21,215.19,125.74,185.94,84.54,16.98,139.56,235.01,26.46,22.15,55.21,53.78,69.97
2019-08-12,1784.92,75.06,332.94,85.38,4.17,70.28,33.15,180.31,40.24,14.46,374.84,79.67,3.92,101.18,84.46,42.13,51.1,9.06,371.87,216.3,126.31,182.65,84.63,16.81,142.47,229.01,26.44,23.76,55.12,53.69,69.63
2019-08-13,1824.34,77.07,332.86,87.96,4.35,71.24,33.5,182.06,40.65,14.38,375.06,80.81,4.01,101.18,85.51,44.17,50.94,8.95,369.33,222.46,127.92,182.71,84.53,17.0,141.98,235.0,26.56,21.98,55.79,55.11,70.49
2019-08-14,1762.96,75.04,320.42,85.62,4.19,70.08,32.72,179.79,39.68,14.48,366.83,77.34,3.98,101.18,82.85,42.04,50.38,8.64,360.13,216.57,122.3,177.59,84.64,16.36,145.18,219.62,26.62,25.06,55.15,53.95,67.65
2019-08-15,1776.12,74.92,328.0,85.56,4.12,70.92,32.52,181.17,39.96,14.58,371.32,76.93,4.05,101.2,82.91,42.24,51.61,8.62,363.91,214.61,122.59,177.65,84.82,15.99,146.79,215.64,26.64,24.44,55.72,53.58,67.25
2019-08-16,1792.57,76.35,330.45,86.75,4.15,71.82,33.13,183.29,40.19,14.49,374.84,77.42,4.0,101.21,84.5,43.55,52.26,8.7,366.59,199.27,124.18,177.32,84.81,15.98,145.62,219.94,26.66,23.08,56.07,54.7,68.3
2019-08-19,1816.12,77.48,333.78,87.65,4.04,72.62,33.54,186.51,40.37,14.32,378.29,78.62,4.2,101.22,85.62,45.01,52.5,8.77,368.75,198.03,127.78,178.32,84.72,16.16,143.53,226.83,26.72,21.35,56.41,56.75,69.45
2019-08-20,1801.38,76.34,331.75,86.75,3.99,72.08,33.41,186.09,40.26,14.42,379.57,78.85,4.02,101.22,85.08,44.23,51.58,8.75,367.69,199.68,126.17,184.54,84.78,16.08,145.02,225.86,26.66,21.86,55.69,55.7,69.03
2019-08-21,1823.54,77.4,339.99,87.09,4.17,72.15,33.41,187.39,40.69,14.36,380.81,81.37,4.15,101.23,86.34,44.17,51.91,8.67,367.82,203.77,126.5,184.17,84.7,16.14,144.05,220.83,26.69,20.82,56.01,55.85,69.72
2019-08-22,1804.66,74.62,354.41,86.99,3.86,72.58,33.33,186.47,40.98,14.34,383.67,80.24,4.39,101.25,86.15,44.78,52.04,8.7,370.69,204.56,125.64,186.07,84.66,16.08,143.1,222.15,26.67,21.15,56.2,56.42,69.57
2019-08-23,1749.62,72.09,356.01,84.81,3.77,71.78,33.41,182.49,41.19,14.62,374.73,78.41,4.47,101.26,84.38,42.96,51.91,8.55,360.2,201.57,120.24,179.65,84.8,15.55,145.45,211.4,26.52,23.78,55.34,54.15,67.49
2019-08-26,1768.87,74.33,359.04,85.55,3.94,72.31,33.64,183.59,41.29,14.63,378.14,78.63,4.75,101.28,85.31,43.43,52.02,8.52,365.34,203.65,119.84,180.83,84.76,16.11,144.86,215.0,26.66,23.15,56.13,54.16,67.85
2019-08-27,1761.83,75.92,354.73,86.17,3.74,72.98,33.18,182.3,41.26,14.76,377.82,79.46,4.67,101.27,84.96,42.44,52.3,8.19,362.88,202.08,117.61,177.52,84.79,15.51,147.09,214.08,26.64,23.57,56.59,52.2,67.19
2019-08-28,1764.25,73.61,359.97,86.71,4.06,73.53,33.28,184.37,41.31,14.73,378.79,78.93,4.48,101.29,85.91,43.15,51.87,8.05,362.6,198.2,120.38,178.55,84.81,15.55,147.28,215.59,26.7,23.03,57.35,52.97,67.68
2019-08-29,1786.4,75.34,362.74,87.5,4.17,73.73,33.7,188.38,41.72,14.62,382.23,79.92,4.72,101.3,86.15,44.67,52.09,8.08,366.61,200.15,122.94,181.84,84.77,15.78,146.72,221.71,26.77,22.1,57.34,54.6,68.43
2019-08-30,1776.29,76.56,364.09,87.95,4.1,73.68,33.6,190.17,41.58,14.56,384.11,79.79,4.72,101.31,85.9,45.27,52.31,8.07,366.55,203.62,123.0,184.42,84.8,15.83,146.76,225.61,26.87,22.12,57.56,56.77,68.48
2019-09-03,1789.84,76.7,354.42,87.78,3.95,73.84,33.58,188.19,42.42,14.79,384.69,77.98,4.64,101.34,86.08,44.99,52.93,7.96,364.92,199.13,122.04,181.2,84.86,15.93,146.95,225.01,26.93,23.23,57.44,56.96,68.56
2019-09-04,1800.62,77.7,356.53,87.5,3.66,74.4,33.8,189.61,42.38,14.88,389.08,81.42,4.83,101.35,85.48,46.81,52.95,8.0,370.73,200.49,123.75,182.51,84.93,15.8,147.17,220.68,26.76,21.76,57.58,58.81,69.29
2019-09-05,1840.72,76.16,360.3,87.91,3.94,73.82,33.9,191.16,42.1,14.53,385.15,82.7,4.88,101.35,85.53,49.03,52.08,8.14,367.11,212.05,128.1,184.37,84.74,15.87,144.51,229.58,26.77,20.91,57.99,61.4,70.27
2019-09-06,1833.51,76.64,363.0,89.78,3.68,74.23,34.26,191.56,42.09,14.41,386.56,83.66,4.97,101.38,86.0,48.97,51.7,8.08,367.77,215.92,128.43,189.53,84.75,16.62,145.54,227.45,26.78,20.34,58.45,61.69,70.93
2019-09-09,1831.35,81.0,358.78,87.2,3.76,72.73,34.63,186.99,41.48,14.34,380.21,83.55,5.86,101.38,82.92,49.13,50.54,8.15,355.83,211.18,131.55,188.49,84.67,15.31,142.95,231.79,26.73,20.12,58.06,62.2,71.49
2019-09-10,1820.55,82.1,369.49,85.91,3.88,71.67,34.8,186.79,40.89,14.22,381.32,82.25,6.12,101.39,81.15,49.39,50.55,8.33,355.09,206.84,134.29,192.03,84.53,15.02,140.44,235.54,26.76,20.1,59.1,61.72,72.07
2019-09-11,1822.99,82.5,382.94,86.71,4.17,72.39,34.75,187.51,40.82,14.31,381.55,83.59,5.91,101.38,82.37,50.48,51.06,8.41,358.85,214.41,132.95,192.18,84.53,15.31,140.19,247.1,26.84,19.71,59.51,63.73,71.93
2019-09-12,1843.55,80.42,375.63,87.82,3.6,71.83,34.62,188.32,41.03,14.33,386.63,84.15,6.12,101.4,82.76,50.44,51.29,8.36,365.22,209.24,129.9,196.49,84.51,15.77,139.28,245.87,26.76,19.24,59.81,64.13,71.98
2019-09-13,1839.34,80.57,379.76,86.93,3.79,70.26,34.76,188.87,40.89,14.22,384.86,84.55,5.79,101.4,82.61,50.5,51.44,8.42,363.68,208.35,134.97,197.75,84.37,16.0,136.3,245.2,26.72,18.95,59.34,64.03,72.64
2019-09-16,1807.84,81.99,378.85,86.92,3.76,68.99,34.75,189.87,40.6,14.34,392.66,80.72,6.08,101.42,82.03,50.15,51.73,8.44,371.43,215.8,143.74,203.07,84.44,15.76,138.04,242.81,26.84,19.25,58.89,62.44,73.73
2019-09-17,1822.55,80.58,384.2,87.57,3.63,69.42,34.93,190.21,41.1,14.36,393.98,81.69,5.88,101.43,82.51,50.84,52.4,8.51,374.47,212.69,138.53,200.03,84.48,16.83,138.79,244.79,26.72,19.17,59.25,63.35,73.17
2019-09-18,1817.46,77.54,386.41,87.44,3.65,70.3,34.85,189.2,41.06,14.27,397.04,80.65,2.16,101.44,83.02,50.48,52.61,8.5,377.42,210.19,137.3,199.34,84.43,16.9,139.38,243.49,26.82,18.53,59.31,63.0,72.82
2019-09-19,1821.5,75.99,384.44,87.46,3.56,70.5,35.02,187.05,41.32,14.34,393.43,80.86,1.58,101.45,83.97,49.82,53.23,8.58,375.58,208.89,135.46,198.36,84.44,16.88,139.8,246.6,26.76,18.21,59.36,62.1,72.33
2019-09-20,1794.16,71.94,379.39,87.4,3.54,70.5,34.54,186.29,41.63,14.51,388.25,81.27,2.01,101.45,85.16,49.16,53.16,8.7,368.18,208.25,133.88,193.98,84.53,17.04,141.64,240.62,26.83,19.09,59.67,60.15,72.08
2019-09-23,1785.3,73.12,377.03,86.84,3.56,71.05,34.46,185.71,41.92,14.59,387.67,80.78,2.35,101.47,84.36,49.6,53.43,8.75,369.13,209.71,133.29,195.78,84.58,17.12,141.61,241.23,26.87,18.97,59.59,60.45,72.13
2019-09-24,1741.61,69.31,381.65,86.45,3.49,72.03,34.42,183.64,42.07,14.66,389.17,81.16,2.15,101.47,83.6,48.51,53.94,8.65,369.51,207.47,130.38,194.69,84.67,17.04,143.32,223.21,26.77,19.85,59.89,59.06,71.14
2019-09-25,1768.33,72.31,386.2,86.8,3.47,71.79,33.81,184.93,41.41,14.39,390.43,79.28,2.08,101.48,83.1,49.47,53.17,8.68,375.01,211.36,127.72,196.5,84.56,17.11,141.22,228.7,26.98,19.42,59.65,60.51,71.35
2019-09-26,1739.84,72.5,386.89,87.73,3.39,72.26,33.69,184.93,42.04,14.39,392.92,79.22,2.2,101.51,83.88,48.6,54.62,8.71,382.15,208.79,126.35,196.97,84.6,17.0,142.13,242.56,27.05,19.55,59.82,61.26,70.97
2019-09-27,1725.45,74.41,382.86,85.93,3.35,72.8,33.69,181.97,42.34,14.32,387.87,78.52,2.0,101.52,82.91,43.21,54.02,8.74,371.18,202.4,126.32,194.57,84.65,16.02,142.48,242.13,27.01,20.09,59.68,59.96,71.48
2019-09-30,1735.91,74.2,380.47,87.47,3.48,73.05,33.59,181.68,42.68,14.1,390.06,79.35,2.02,101.51,84.18,42.85,54.13,8.8,374.79,203.83,125.77,195.24,84.68,15.8,142.83,240.87,27.1,19.52,59.74,59.12,70.61
2019-10-01,1735.65,73.58,374.94,85.91,3.34,71.28,32.6,177.68,42.31,14.17,384.19,78.21,1.83,101.56,83.61,42.3,54.05,8.59,367.79,205.0,121.73,191.2,84.78,15.52,143.26,244.69,27.01,20.37,59.23,58.07,68.95
2019-10-02,1713.23,74.64,367.36,84.23,3.26,70.08,31.8,173.41,41.19,14.34,378.16,75.56,1.75,101.57,81.62,41.98,52.91,8.54,362.5,205.41,120.98,190.35,84.87,14.8,143.61,243.13,26.99,21.75,58.3,56.32,67.15
2019-10-03,1724.42,76.16,372.07,85.24,3.17,70.42,32.05,173.87,41.45,14.41,380.06,76.73,1.7,101.59,82.74,43.46,52.95,8.66,364.33,208.46,124.69,192.8,85.05,14.3,144.92,233.03,26.98,20.94,58.4,57.78,67.98
2019-10-04,1739.65,76.73,375.7,86.64,3.28,71.62,32.44,175.62,41.99,14.41,384.95,77.1,1.63,101.59,85.0,44.55,53.76,8.66,368.98,210.57,125.45,193.5,85.04,14.52,145.99,231.43,26.96,19.79,59.28,58.57,68.97
2019-10-07,1732.66,75.57,376.54,85.79,3.23,71.17,32.28,175.68,42.2,14.28,383.78,77.41,1.8,101.6,84.39,44.16,54.13,8.65,367.92,212.81,124.54,193.04,84.95,14.47,144.78,237.72,27.01,20.0,59.63,57.99,68.02
2019-10-08,1705.51,74.32,374.1,85.01,3.19,70.24,32.1,175.48,41.88,14.41,382.12,77.23,1.8,101.6,83.29,42.64,53.88,8.57,368.44,206.94,123.46,192.22,85.0,14.15,145.17,240.05,27.05,21.59,59.1,55.52,66.7
2019-10-09,1721.99,75.9,374.96,86.9,3.22,70.19,32.67,176.03,42.08,14.42,384.61,80.79,1.76,101.58,84.18,42.88,53.6,8.65,367.63,209.41,126.51,196.12,84.95,14.21,144.35,244.53,27.03,20.79,59.22,56.53,67.44
2019-10-10,1720.26,77.41,371.0,87.61,3.22,70.32,32.59,176.69,42.25,14.29,386.88,82.42,1.95,101.62,83.76,43.28,53.84,8.69,368.75,209.3,129.35,198.61,84.85,14.08,142.2,244.74,26.92,20.12,59.83,57.34,68.25
2019-10-11,1731.92,79.33,374.92,88.03,3.23,70.07,33.17,179.63,42.18,14.21,381.47,83.04,2.04,101.61,84.34,45.1,55.78,8.71,362.22,210.42,132.51,198.72,84.77,14.16,140.44,247.89,26.82,18.97,59.93,58.35,68.98
2019-10-14,1736.43,79.29,373.18,87.2,3.24,68.97,32.92,179.12,42.17,14.26,382.61,83.78,2.14,101.63,84.69,44.86,55.34,8.67,366.42,213.55,129.89,199.38,84.78,13.76,141.46,256.96,26.9,18.32,59.6,59.28,69.18
2019-10-15,1767.38,79.04,370.96,87.74,3.17,67.97,33.68,178.45,42.27,14.18,382.75,84.17,2.2,101.63,85.04,46.46,56.78,8.65,361.94,212.58,130.41,199.43,84.76,14.09,139.75,257.89,26.82,17.81,60.55,60.82,69.42
2019-10-16,1777.43,78.84,372.43,87.02,3.23,67.42,33.87,178.29,42.28,14.25,382.84,83.64,2.35,101.63,84.45,45.16,57.06,8.65,364.69,212.94,128.41,200.38,84.8,13.67,139.92,259.75,26.75,17.58,60.29,59.46,68.23
2019-10-17,1787.48,79.46,369.06,87.85,3.22,67.65,34.13,176.76,42.47,14.27,377.06,83.71,2.48,101.64,83.8,45.5,57.76,8.66,356.27,214.27,127.7,199.35,84.8,13.78,139.58,261.97,26.65,17.5,60.41,59.62,68.14
2019-10-18,1757.51,78.98,344.0,87.99,3.17,67.6,34.17,174.43,42.53,14.25,372.48,83.51,2.35,101.68,84.68,43.47,58.21,8.78,349.62,212.61,123.36,199.75,84.83,13.52,139.58,256.95,26.55,17.47,61.05,58.13,67.61
2019-10-21,1785.66,78.93,331.06,88.45,3.24,67.87,34.24,175.45,42.6,14.18,374.05,83.77,2.04,101.69,84.52,45.22,58.02,8.95,350.39,212.27,125.39,202.24,84.79,14.58,138.53,253.5,26.57,17.0,60.75,58.6,68.74
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
